elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/5/2024,"LEFLORE","LEFLORE COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,37,37,1,"JOSH BRECHEEN",REP,287,3222,10943,14452,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,37,37,2,"BRANDON WADE",DEM,153,762,2337,3252,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,37,37,3,"RONNIE HOPKINS",IND,10,103,604,717,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10011,"FOR STATE SENATOR DISTRICT 7",,1,1,1,"WARREN D HAMILTON",REP,5,48,247,300,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10011,"FOR STATE SENATOR DISTRICT 7",,1,1,2,"JERRY L. DONATHAN",DEM,1,7,44,52,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10034,"FOR STATE REPRESENTATIVE DISTRICT 1",,12,12,1,"VICTORIA LAWHORN",LIB,25,67,317,409,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10034,"FOR STATE REPRESENTATIVE DISTRICT 1",,12,12,2,"EDDY DEMPSEY",REP,73,337,2299,2709,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20003,"SUPREME COURT DISTRICT 3",,37,37,1,"YES",,214,1601,4988,6803,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20003,"SUPREME COURT DISTRICT 3",,37,37,2,"NO",,176,2159,7861,10196,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20004,"SUPREME COURT DISTRICT 4",,37,37,1,"YES",,197,1533,4833,6563,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20004,"SUPREME COURT DISTRICT 4",,37,37,2,"NO",,193,2225,7987,10405,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20007,"SUPREME COURT DISTRICT 7",,37,37,1,"YES",,201,1634,5251,7086,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20007,"SUPREME COURT DISTRICT 7",,37,37,2,"NO",,191,2131,7592,9914,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,37,37,1,"YES",,250,2336,7626,10212,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,37,37,2,"NO",,138,1329,4796,6263,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,37,37,1,"YES",,247,2348,7381,9976,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,37,37,2,"NO",,138,1267,4968,6373,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,37,37,1,"YES",,253,2036,6491,8780,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,37,37,2,"NO",,134,1561,5845,7540,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,37,37,1,"YES",,239,2319,7638,10196,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,37,37,2,"NO",,142,1272,4669,6083,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,37,37,1,"YES",,246,2349,7796,10391,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,37,37,2,"NO",,136,1240,4455,5831,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,37,37,1,"YES",,245,2269,7599,10113,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,37,37,2,"NO",,135,1299,4665,6099,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,37,37,1,"YES",,245,1966,6379,8590,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,37,37,2,"NO",,137,1618,5880,7635,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,37,37,1,"YES",,237,2085,6871,9193,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,37,37,2,"NO",,137,1434,5134,6705,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,37,37,1,"YES",,242,2039,6482,8763,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,37,37,2,"NO",,131,1484,5510,7125,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,37,37,1,"FOR THE PROPOSAL - YES",,176,1381,4483,6040,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,37,37,2,"AGAINST THE PROPOSAL - NO",,234,2408,8376,11018,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,37,37,1,"FOR THE PROPOSAL - YES",,372,3487,11894,15753,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,37,37,2,"AGAINST THE PROPOSAL - NO",,62,415,1435,1912,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,19,19,1,"CHASE OLIVER | MIKE TER MAAT",LIB,2,10,62,74,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,19,19,2,"DONALD J. TRUMP | JD VANCE",REP,328,2476,9691,12495,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,19,19,3,"KAMALA D. HARRIS | TIM WALZ",DEM,175,561,1976,2712,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,19,19,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,6,21,116,143,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,19,19,5,"CHRIS GARRITY | CODY BALLARD",IND,0,6,35,41,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,19,19,1,"CHAD WILLIAMS",LIB,32,222,1006,1260,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,19,19,2,"J. BRIAN BINGMAN",REP,317,2303,8874,11494,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,19,19,3,"HAROLD D SPRADLING",DEM,146,498,1789,2433,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 05",,19,19,1,"STEPHANIE BICE",REP,332,2493,9708,12533,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 05",,19,19,2,"MADISON HORN",DEM,174,541,2030,2745,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20003,"SUPREME COURT DISTRICT 3",,19,19,1,"YES",,215,1116,4621,5952,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20003,"SUPREME COURT DISTRICT 3",,19,19,2,"NO",,235,1726,6511,8472,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20004,"SUPREME COURT DISTRICT 4",,19,19,1,"YES",,201,1079,4506,5786,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20004,"SUPREME COURT DISTRICT 4",,19,19,2,"NO",,252,1753,6591,8596,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20007,"SUPREME COURT DISTRICT 7",,19,19,1,"YES",,205,1153,4816,6174,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20007,"SUPREME COURT DISTRICT 7",,19,19,2,"NO",,251,1682,6302,8235,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,19,19,1,"YES",,269,1571,6195,8035,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,19,19,2,"NO",,169,1196,4668,6033,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,19,19,1,"YES",,256,1578,6167,8001,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,19,19,2,"NO",,173,1205,4675,6053,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,19,19,1,"YES",,246,1389,5576,7211,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,19,19,2,"NO",,182,1396,5261,6839,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,19,19,1,"YES",,259,1604,6252,8115,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,19,19,2,"NO",,167,1175,4550,5892,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,19,19,1,"YES",,256,1605,6306,8167,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,19,19,2,"NO",,168,1163,4465,5796,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,19,19,1,"YES",,250,1595,6213,8058,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,19,19,2,"NO",,175,1171,4549,5895,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,19,19,1,"YES",,245,1391,5547,7183,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,19,19,2,"NO",,181,1380,5204,6765,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,19,19,1,"YES",,250,1489,5869,7608,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,19,19,2,"NO",,174,1279,4881,6334,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,19,19,1,"YES",,253,1436,5635,7324,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,19,19,2,"NO",,173,1336,5113,6622,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",30009,"PROPOSITION",,19,19,1,"FOR THE PROPOSITION - YES",,289,1840,6985,9114,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",30009,"PROPOSITION",,19,19,2,"AGAINST THE PROPOSITION - NO",,194,1192,4795,6181,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,19,19,1,"FOR THE PROPOSAL - YES",,136,937,3870,4943,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,19,19,2,"AGAINST THE PROPOSAL - NO",,312,1958,7270,9540,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,19,19,1,"FOR THE PROPOSAL - YES",,404,2594,9941,12939,,
11/5/2024,"LINCOLN","LINCOLN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,19,19,2,"AGAINST THE PROPOSAL - NO",,75,364,1435,1874,,
11/5/2024,"LOGAN","LOGAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,30,30,1,"CHASE OLIVER | MIKE TER MAAT",LIB,12,18,116,146,,
11/5/2024,"LOGAN","LOGAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,30,30,2,"DONALD J. TRUMP | JD VANCE",REP,952,4484,12312,17748,,
11/5/2024,"LOGAN","LOGAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,30,30,3,"KAMALA D. HARRIS | TIM WALZ",DEM,709,1414,3778,5901,,
11/5/2024,"LOGAN","LOGAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,30,30,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,17,37,224,278,,
11/5/2024,"LOGAN","LOGAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,30,30,5,"CHRIS GARRITY | CODY BALLARD",IND,7,6,63,76,,
11/5/2024,"LOGAN","LOGAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,30,30,1,"CHAD WILLIAMS",LIB,119,345,1507,1971,,
11/5/2024,"LOGAN","LOGAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,30,30,2,"J. BRIAN BINGMAN",REP,944,4273,11517,16734,,
11/5/2024,"LOGAN","LOGAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,30,30,3,"HAROLD D SPRADLING",DEM,603,1246,3195,5044,,
11/5/2024,"LOGAN","LOGAN COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 05",,25,25,1,"STEPHANIE BICE",REP,961,4384,10721,16066,,
11/5/2024,"LOGAN","LOGAN COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 05",,25,25,2,"MADISON HORN",DEM,661,1355,3480,5496,,
11/5/2024,"LOGAN","LOGAN COUNTY",10071,"FOR STATE REPRESENTATIVE DISTRICT 38",,9,9,1,"JOHN PFEIFFER",REP,88,321,2393,2802,,
11/5/2024,"LOGAN","LOGAN COUNTY",10071,"FOR STATE REPRESENTATIVE DISTRICT 38",,9,9,2,"DOYLE LEWIS",DEM,36,73,357,466,,
11/5/2024,"LOGAN","LOGAN COUNTY",10074,"FOR STATE REPRESENTATIVE DISTRICT 41",,1,1,1,"DENISE CROSSWHITE HADER",REP,31,121,605,757,,
11/5/2024,"LOGAN","LOGAN COUNTY",10074,"FOR STATE REPRESENTATIVE DISTRICT 41",,1,1,2,"MIKE BOCKUS",DEM,12,10,118,140,,
11/5/2024,"LOGAN","LOGAN COUNTY",20003,"SUPREME COURT DISTRICT 3",,30,30,1,"YES",,824,2192,6901,9917,,
11/5/2024,"LOGAN","LOGAN COUNTY",20003,"SUPREME COURT DISTRICT 3",,30,30,2,"NO",,730,3263,8387,12380,,
11/5/2024,"LOGAN","LOGAN COUNTY",20004,"SUPREME COURT DISTRICT 4",,30,30,1,"YES",,786,2144,6772,9702,,
11/5/2024,"LOGAN","LOGAN COUNTY",20004,"SUPREME COURT DISTRICT 4",,30,30,2,"NO",,775,3289,8471,12535,,
11/5/2024,"LOGAN","LOGAN COUNTY",20007,"SUPREME COURT DISTRICT 7",,30,30,1,"YES",,811,2216,7041,10068,,
11/5/2024,"LOGAN","LOGAN COUNTY",20007,"SUPREME COURT DISTRICT 7",,30,30,2,"NO",,755,3234,8220,12209,,
11/5/2024,"LOGAN","LOGAN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,30,30,1,"YES",,943,3337,9348,13628,,
11/5/2024,"LOGAN","LOGAN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,30,30,2,"NO",,567,1934,5529,8030,,
11/5/2024,"LOGAN","LOGAN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,30,30,1,"YES",,989,3277,9447,13713,,
11/5/2024,"LOGAN","LOGAN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,30,30,2,"NO",,530,1872,5342,7744,,
11/5/2024,"LOGAN","LOGAN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,30,30,1,"YES",,907,2752,8317,11976,,
11/5/2024,"LOGAN","LOGAN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,30,30,2,"NO",,607,2391,6432,9430,,
11/5/2024,"LOGAN","LOGAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,30,30,1,"YES",,952,3278,9389,13619,,
11/5/2024,"LOGAN","LOGAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,30,30,2,"NO",,565,1849,5321,7735,,
11/5/2024,"LOGAN","LOGAN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,30,30,1,"YES",,946,3276,9498,13720,,
11/5/2024,"LOGAN","LOGAN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,30,30,2,"NO",,567,1833,5188,7588,,
11/5/2024,"LOGAN","LOGAN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,30,30,1,"YES",,950,3266,9321,13537,,
11/5/2024,"LOGAN","LOGAN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,30,30,2,"NO",,565,1850,5355,7770,,
11/5/2024,"LOGAN","LOGAN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,30,30,1,"YES",,914,2699,8146,11759,,
11/5/2024,"LOGAN","LOGAN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,30,30,2,"NO",,596,2409,6530,9535,,
11/5/2024,"LOGAN","LOGAN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,30,30,1,"YES",,964,2986,8732,12682,,
11/5/2024,"LOGAN","LOGAN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,30,30,2,"NO",,539,2074,5846,8459,,
11/5/2024,"LOGAN","LOGAN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,30,30,1,"YES",,941,2874,8491,12306,,
11/5/2024,"LOGAN","LOGAN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,30,30,2,"NO",,567,2184,6068,8819,,
11/5/2024,"LOGAN","LOGAN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,30,30,1,"FOR THE PROPOSAL - YES",,609,1716,5260,7585,,
11/5/2024,"LOGAN","LOGAN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,30,30,2,"AGAINST THE PROPOSAL - NO",,992,3759,10245,14996,,
11/5/2024,"LOGAN","LOGAN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,30,30,1,"FOR THE PROPOSAL - YES",,1325,4735,13371,19431,,
11/5/2024,"LOGAN","LOGAN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,30,30,2,"AGAINST THE PROPOSAL - NO",,323,870,2499,3692,,
11/5/2024,"LOGAN","WOODCREST R.F.P.D.",60421,"PROPOSITION  WOODCREST R.F.P.D.",,4,4,1,"FOR THE PROPOSITION - YES",,232,677,1388,2297,,
11/5/2024,"LOGAN","WOODCREST R.F.P.D.",60421,"PROPOSITION  WOODCREST R.F.P.D.",,4,4,2,"AGAINST THE PROPOSITION - NO",,59,356,925,1340,,
11/5/2024,"LOVE","LOVE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,10,10,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,1,12,13,,
11/5/2024,"LOVE","LOVE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,10,10,2,"DONALD J. TRUMP | JD VANCE",REP,50,1034,2426,3510,,
11/5/2024,"LOVE","LOVE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,10,10,3,"KAMALA D. HARRIS | TIM WALZ",DEM,18,228,443,689,,
11/5/2024,"LOVE","LOVE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,10,10,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,1,4,29,34,,
11/5/2024,"LOVE","LOVE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,10,10,5,"CHRIS GARRITY | CODY BALLARD",IND,1,2,11,14,,
11/5/2024,"LOVE","LOVE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,10,10,1,"CHAD WILLIAMS",LIB,5,45,144,194,,
11/5/2024,"LOVE","LOVE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,10,10,2,"J. BRIAN BINGMAN",REP,41,978,2232,3251,,
11/5/2024,"LOVE","LOVE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,10,10,3,"HAROLD D SPRADLING",DEM,16,218,485,719,,
11/5/2024,"LOVE","LOVE COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,10,10,1,"TOM COLE",REP,49,994,2296,3339,,
11/5/2024,"LOVE","LOVE COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,10,10,2,"MARY BRANNON",DEM,12,195,403,610,,
11/5/2024,"LOVE","LOVE COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,10,10,3,"JAMES STACY",IND,5,71,197,273,,
11/5/2024,"LOVE","LOVE COUNTY",10406,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,1,"MICHAEL MAYES",REP,21,299,660,980,LOVE
11/5/2024,"LOVE","LOVE COUNTY",10406,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,2,"EDITH REDMON",DEM,5,122,214,341,LOVE
11/5/2024,"LOVE","LOVE COUNTY",20003,"SUPREME COURT DISTRICT 3",,10,10,1,"YES",,31,510,1210,1751,,
11/5/2024,"LOVE","LOVE COUNTY",20003,"SUPREME COURT DISTRICT 3",,10,10,2,"NO",,22,556,1420,1998,,
11/5/2024,"LOVE","LOVE COUNTY",20004,"SUPREME COURT DISTRICT 4",,10,10,1,"YES",,28,504,1174,1706,,
11/5/2024,"LOVE","LOVE COUNTY",20004,"SUPREME COURT DISTRICT 4",,10,10,2,"NO",,25,560,1444,2029,,
11/5/2024,"LOVE","LOVE COUNTY",20007,"SUPREME COURT DISTRICT 7",,10,10,1,"YES",,28,528,1246,1802,,
11/5/2024,"LOVE","LOVE COUNTY",20007,"SUPREME COURT DISTRICT 7",,10,10,2,"NO",,25,535,1366,1926,,
11/5/2024,"LOVE","LOVE COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,10,10,1,"YES",,40,709,1708,2457,,
11/5/2024,"LOVE","LOVE COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,10,10,2,"NO",,14,316,862,1192,,
11/5/2024,"LOVE","LOVE COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,10,10,1,"YES",,37,696,1572,2305,,
11/5/2024,"LOVE","LOVE COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,10,10,2,"NO",,17,327,968,1312,,
11/5/2024,"LOVE","LOVE COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,10,10,1,"YES",,31,611,1473,2115,,
11/5/2024,"LOVE","LOVE COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,10,10,2,"NO",,23,408,1063,1494,,
11/5/2024,"LOVE","LOVE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,10,10,1,"YES",,36,705,1728,2469,,
11/5/2024,"LOVE","LOVE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,10,10,2,"NO",,18,312,809,1139,,
11/5/2024,"LOVE","LOVE COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,10,10,1,"YES",,40,718,1723,2481,,
11/5/2024,"LOVE","LOVE COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,10,10,2,"NO",,13,292,806,1111,,
11/5/2024,"LOVE","LOVE COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,10,10,1,"YES",,37,708,1708,2453,,
11/5/2024,"LOVE","LOVE COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,10,10,2,"NO",,17,299,821,1137,,
11/5/2024,"LOVE","LOVE COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,10,10,1,"YES",,32,611,1474,2117,,
11/5/2024,"LOVE","LOVE COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,10,10,2,"NO",,22,396,1057,1475,,
11/5/2024,"LOVE","LOVE COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,10,10,1,"YES",,36,625,1490,2151,,
11/5/2024,"LOVE","LOVE COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,10,10,2,"NO",,15,340,968,1323,,
11/5/2024,"LOVE","LOVE COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,10,10,1,"YES",,36,611,1436,2083,,
11/5/2024,"LOVE","LOVE COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,10,10,2,"NO",,16,355,1027,1398,,
11/5/2024,"LOVE","LOVE COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,10,10,1,"FOR THE PROPOSAL - YES",,24,513,1079,1616,,
11/5/2024,"LOVE","LOVE COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,10,10,2,"AGAINST THE PROPOSAL - NO",,40,614,1598,2252,,
11/5/2024,"LOVE","LOVE COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,10,10,1,"FOR THE PROPOSAL - YES",,56,1070,2453,3579,,
